SEQN,RIAGENDR,RIDAGEYR,RIDRETH3,RIDRETH1,RIDEXPRG,DMDEDUC2,DMDMARTZ,DMDBORN4,INDFMPIR,WTMECPRP,WTINTPRP,SDMVPSU,SDMVSTRA,gender,ethnicity,education,marital_status,pregnancy_status,country_of_birth
112544,2.0,28.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,47853.65844,44172.049445,2.0,161.0,Female,Mexican American,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112546,2.0,37.0,3.0,3.0,2.0,4.0,1.0,1.0,0.49,43803.114105,41418.864153,1.0,161.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112553,2.0,37.0,4.0,4.0,2.0,4.0,1.0,1.0,2.79,19141.9203,17790.539453,1.0,163.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112556,2.0,29.0,4.0,4.0,2.0,5.0,1.0,2.0,5.0,18232.310321,16911.188086,2.0,152.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
112563,2.0,44.0,4.0,4.0,2.0,4.0,1.0,1.0,,7259.162209,7280.910499,2.0,170.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112576,2.0,34.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,77322.740865,71815.708762,3.0,156.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112590,2.0,43.0,4.0,4.0,2.0,5.0,1.0,1.0,2.72,11861.231008,10755.520995,1.0,152.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112605,2.0,35.0,2.0,2.0,2.0,2.0,1.0,2.0,0.82,22036.561388,21108.098909,2.0,149.0,Female,Other Hispanic,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
112607,2.0,43.0,6.0,5.0,3.0,5.0,2.0,1.0,5.0,5.397605346934028e-79,6531.559952,2.0,171.0,Female,Non-Hispanic Asian,College graduate or above,Widowed / Divorced / Separated,Cannot determine,Born in 50 US states or DC
112608,2.0,44.0,4.0,4.0,2.0,5.0,1.0,1.0,1.94,5844.634967,5802.389023,1.0,150.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112619,2.0,37.0,4.0,4.0,2.0,5.0,1.0,2.0,1.69,8246.910489,7942.963396,2.0,152.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
112622,2.0,43.0,2.0,2.0,2.0,5.0,2.0,2.0,1.8,21674.418313,22180.164964,1.0,156.0,Female,Other Hispanic,College graduate or above,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
112629,2.0,26.0,4.0,4.0,3.0,4.0,1.0,1.0,0.96,5.397605346934028e-79,20901.728053,1.0,163.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Cannot determine,Born in 50 US states or DC
112643,2.0,35.0,3.0,3.0,2.0,4.0,1.0,1.0,1.22,32667.558441,32692.402006,1.0,157.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112650,2.0,43.0,7.0,5.0,2.0,4.0,1.0,1.0,0.87,18357.88476,18405.597187,1.0,155.0,Female,Other/Multiracial,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112661,2.0,45.0,3.0,3.0,,4.0,1.0,1.0,4.44,121087.702237,110506.89011,1.0,159.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
112664,2.0,45.0,6.0,5.0,,2.0,2.0,2.0,1.39,7320.242689,6704.71528,2.0,169.0,Female,Non-Hispanic Asian,9-11th grade,Widowed / Divorced / Separated,,Born in Mexico
112666,2.0,36.0,2.0,2.0,2.0,3.0,1.0,2.0,0.56,8604.603497,7981.527756,2.0,156.0,Female,Other Hispanic,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
112684,2.0,39.0,6.0,5.0,2.0,5.0,2.0,2.0,1.1,12836.788183,11877.700098,2.0,169.0,Female,Non-Hispanic Asian,College graduate or above,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
112694,2.0,33.0,3.0,3.0,2.0,3.0,1.0,1.0,2.08,110086.455839,108463.700108,1.0,165.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112702,2.0,25.0,3.0,3.0,2.0,4.0,1.0,1.0,2.6,34356.479236,33668.513847,2.0,159.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112706,2.0,37.0,3.0,3.0,2.0,4.0,1.0,1.0,1.61,24883.183703,24384.098812,2.0,158.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112714,2.0,36.0,6.0,5.0,2.0,5.0,1.0,2.0,4.62,10400.143738,9685.628245,2.0,165.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
112716,2.0,33.0,4.0,4.0,2.0,4.0,3.0,1.0,0.75,14596.36671,13629.553673,1.0,158.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
112720,2.0,29.0,4.0,4.0,2.0,4.0,1.0,1.0,1.7,6365.819787,5888.516178,2.0,155.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112733,2.0,35.0,2.0,2.0,3.0,2.0,1.0,2.0,,22941.536809,22003.17903,1.0,153.0,Female,Other Hispanic,9-11th grade,Married / Living with partner,Cannot determine,Born in Mexico
112765,2.0,32.0,4.0,4.0,2.0,3.0,1.0,1.0,0.76,5747.738634,5534.894137,1.0,150.0,Female,Non-Hispanic Black,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112773,2.0,42.0,1.0,1.0,2.0,4.0,1.0,1.0,4.07,20707.039502,20757.9639,2.0,161.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112810,2.0,44.0,3.0,3.0,3.0,4.0,2.0,1.0,0.98,5.397605346934028e-79,9975.367416,2.0,151.0,Female,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,Cannot determine,Born in 50 US states or DC
112830,2.0,28.0,1.0,1.0,3.0,3.0,1.0,2.0,,5.397605346934028e-79,14433.261308,1.0,152.0,Female,Mexican American,High school / GED,Married / Living with partner,Cannot determine,Born in Mexico
112834,2.0,45.0,3.0,3.0,,5.0,1.0,2.0,3.18,36498.321198,34320.502654,2.0,168.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in Mexico
112837,2.0,29.0,6.0,5.0,2.0,5.0,3.0,2.0,2.38,14083.471087,13612.980331,2.0,154.0,Female,Non-Hispanic Asian,College graduate or above,Never married,Not pregnant,Born in Mexico
112839,2.0,28.0,3.0,3.0,2.0,5.0,3.0,2.0,1.69,80762.948649,76235.181008,1.0,163.0,Female,Non-Hispanic White,College graduate or above,Never married,Not pregnant,Born in Mexico
112849,2.0,32.0,4.0,4.0,2.0,5.0,1.0,2.0,0.99,36383.30647,34395.225536,1.0,166.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
112864,2.0,28.0,1.0,1.0,2.0,4.0,1.0,1.0,2.62,15188.791335,14004.925906,2.0,155.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112877,2.0,37.0,4.0,4.0,2.0,3.0,1.0,1.0,0.74,30275.348824,28622.345612,1.0,163.0,Female,Non-Hispanic Black,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112881,2.0,42.0,4.0,4.0,2.0,4.0,3.0,1.0,0.96,5568.554126,5390.214468,1.0,170.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
112882,2.0,26.0,3.0,3.0,2.0,4.0,1.0,1.0,0.61,41579.794698,40069.863717,2.0,158.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112884,2.0,27.0,4.0,4.0,2.0,4.0,1.0,1.0,2.6,34165.103669,31737.534115,1.0,166.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112888,2.0,36.0,6.0,5.0,2.0,5.0,1.0,2.0,,16067.370246,15564.585846,1.0,164.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
112900,2.0,42.0,4.0,4.0,2.0,4.0,3.0,1.0,0.73,11311.744391,10942.120921,1.0,164.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
112902,2.0,35.0,3.0,3.0,2.0,4.0,1.0,1.0,3.92,100499.851468,101133.98492,1.0,166.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112904,2.0,31.0,3.0,3.0,3.0,3.0,1.0,1.0,2.21,5.397605346934028e-79,48348.489053,1.0,157.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,Cannot determine,Born in 50 US states or DC
112931,2.0,42.0,4.0,4.0,2.0,4.0,1.0,2.0,2.37,16199.324544,14095.987177,2.0,153.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
112941,2.0,38.0,4.0,4.0,2.0,4.0,3.0,1.0,0.66,3970.375014,3853.409008,1.0,150.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
112958,2.0,31.0,4.0,4.0,2.0,3.0,3.0,1.0,,13970.564921,12882.97932,2.0,171.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
112960,2.0,38.0,1.0,1.0,2.0,4.0,1.0,2.0,1.55,23029.658168,21676.630469,1.0,168.0,Female,Mexican American,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
112965,2.0,30.0,4.0,4.0,2.0,4.0,3.0,1.0,1.88,4818.352139,4591.090712,1.0,171.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
112972,2.0,26.0,4.0,4.0,2.0,3.0,3.0,1.0,,8441.605698,7898.801044,1.0,167.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
112981,2.0,36.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,67623.432775,67544.646477,2.0,170.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112983,2.0,28.0,3.0,3.0,2.0,5.0,1.0,1.0,2.11,72304.487073,65430.986859,1.0,161.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
112998,2.0,45.0,1.0,1.0,,3.0,1.0,2.0,1.73,5.397605346934028e-79,22667.913237,1.0,155.0,Female,Mexican American,High school / GED,Married / Living with partner,,Born in Mexico
113009,2.0,44.0,6.0,5.0,2.0,5.0,1.0,2.0,0.32,5118.123418,4737.120226,1.0,167.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
113023,2.0,38.0,6.0,5.0,2.0,5.0,1.0,2.0,,18261.686676,17690.237145,1.0,169.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
113030,2.0,44.0,6.0,5.0,2.0,3.0,1.0,2.0,1.56,10418.874578,9180.003356,2.0,169.0,Female,Non-Hispanic Asian,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
113033,2.0,28.0,7.0,5.0,2.0,5.0,1.0,1.0,3.38,19718.750718,18693.469684,2.0,165.0,Female,Other/Multiracial,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113055,2.0,27.0,1.0,1.0,2.0,3.0,1.0,1.0,1.7,33708.56778,29607.02874,2.0,154.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113059,2.0,32.0,6.0,5.0,2.0,5.0,1.0,2.0,2.03,8360.080303,7791.022875,1.0,167.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
113061,2.0,33.0,6.0,5.0,2.0,5.0,1.0,2.0,,16535.248627,16017.823252,1.0,159.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
113068,2.0,25.0,4.0,4.0,2.0,4.0,1.0,1.0,2.37,12158.466823,11041.525929,2.0,171.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113078,2.0,32.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,77325.685872,74348.26182,1.0,151.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113083,2.0,43.0,1.0,1.0,2.0,2.0,1.0,1.0,3.2,25965.887525,26584.525306,1.0,159.0,Female,Mexican American,9-11th grade,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113092,2.0,44.0,2.0,2.0,2.0,2.0,1.0,2.0,1.18,11056.603721,10347.945721,1.0,160.0,Female,Other Hispanic,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
113113,2.0,41.0,6.0,5.0,2.0,3.0,1.0,2.0,0.89,13128.852354,11677.870249,2.0,170.0,Female,Non-Hispanic Asian,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
113123,2.0,33.0,3.0,3.0,2.0,5.0,1.0,1.0,2.61,64066.783471,60260.867596,1.0,156.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113125,2.0,44.0,7.0,5.0,2.0,4.0,1.0,1.0,4.58,9438.532214,9245.956448,1.0,156.0,Female,Other/Multiracial,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113134,2.0,37.0,4.0,4.0,3.0,5.0,1.0,1.0,5.0,5.397605346934028e-79,11468.418678,2.0,171.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Cannot determine,Born in 50 US states or DC
113143,2.0,28.0,4.0,4.0,2.0,4.0,1.0,1.0,1.15,8359.708348,7709.885609,2.0,171.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113169,2.0,27.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,8065.655165,7461.092952,2.0,161.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113182,2.0,28.0,1.0,1.0,2.0,3.0,1.0,2.0,3.52,29972.858486,27791.6008,2.0,154.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
113210,2.0,37.0,4.0,4.0,2.0,5.0,1.0,1.0,5.0,16275.005456,15206.053018,2.0,170.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113212,2.0,41.0,4.0,4.0,3.0,4.0,1.0,1.0,0.44,5.397605346934028e-79,6843.674459,1.0,152.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Cannot determine,Born in 50 US states or DC
113213,2.0,43.0,3.0,3.0,2.0,4.0,1.0,1.0,4.41,112788.170141,106306.487387,1.0,165.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113215,2.0,25.0,4.0,4.0,2.0,3.0,3.0,1.0,0.43,13028.658634,11968.495911,1.0,168.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
113220,2.0,37.0,6.0,5.0,2.0,5.0,1.0,2.0,5.0,23169.960523,21578.127163,1.0,163.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
113239,2.0,28.0,4.0,4.0,3.0,4.0,1.0,1.0,0.68,5.397605346934028e-79,13433.446863,2.0,154.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Cannot determine,Born in 50 US states or DC
113249,2.0,43.0,2.0,2.0,2.0,2.0,2.0,1.0,1.79,8308.493238,8546.469852,1.0,167.0,Female,Other Hispanic,9-11th grade,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
113266,2.0,44.0,6.0,5.0,2.0,2.0,1.0,2.0,1.97,4771.413125,4652.140375,2.0,170.0,Female,Non-Hispanic Asian,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
113303,2.0,40.0,3.0,3.0,3.0,5.0,1.0,1.0,5.0,5.397605346934028e-79,46513.724956,1.0,171.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Cannot determine,Born in 50 US states or DC
113310,2.0,34.0,3.0,3.0,2.0,4.0,2.0,1.0,0.52,27856.277486,28348.690589,1.0,157.0,Female,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
113332,2.0,26.0,3.0,3.0,2.0,3.0,1.0,1.0,1.91,25054.464045,23609.729897,2.0,151.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113337,2.0,40.0,4.0,4.0,2.0,4.0,3.0,1.0,3.04,6212.273361,6013.317819,2.0,152.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
113350,2.0,26.0,3.0,3.0,2.0,2.0,1.0,1.0,0.76,41325.36854,35264.865639,2.0,159.0,Female,Non-Hispanic White,9-11th grade,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113360,2.0,31.0,4.0,4.0,3.0,4.0,1.0,1.0,3.55,5.397605346934028e-79,7300.516074,1.0,171.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Cannot determine,Born in 50 US states or DC
113364,2.0,38.0,2.0,2.0,2.0,2.0,1.0,2.0,0.68,15401.685207,14200.585528,1.0,170.0,Female,Other Hispanic,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
113365,2.0,34.0,6.0,5.0,2.0,5.0,3.0,2.0,2.39,13707.607103,12765.86073,2.0,165.0,Female,Non-Hispanic Asian,College graduate or above,Never married,Not pregnant,Born in Mexico
113366,2.0,26.0,1.0,1.0,2.0,3.0,1.0,2.0,0.59,21731.013177,19873.773195,2.0,166.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
113381,2.0,31.0,4.0,4.0,3.0,4.0,1.0,1.0,,27402.072843,26638.772433,2.0,153.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Cannot determine,Born in 50 US states or DC
113384,2.0,40.0,4.0,4.0,2.0,5.0,1.0,2.0,1.38,9697.901226,9469.04663,2.0,168.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
113391,2.0,37.0,1.0,1.0,2.0,1.0,1.0,1.0,1.39,10878.247217,10021.389145,2.0,168.0,Female,Mexican American,Less than 9th grade,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113396,2.0,28.0,4.0,4.0,2.0,4.0,1.0,1.0,3.05,12871.427709,11688.990467,2.0,171.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113406,2.0,26.0,3.0,3.0,2.0,4.0,1.0,1.0,3.69,93083.557392,89555.451027,2.0,157.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113409,2.0,30.0,3.0,3.0,2.0,3.0,3.0,1.0,0.8,41853.082016,41755.513273,1.0,157.0,Female,Non-Hispanic White,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
113413,2.0,32.0,4.0,4.0,2.0,3.0,1.0,1.0,1.74,33049.43431,31244.968856,1.0,172.0,Female,Non-Hispanic Black,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113415,2.0,30.0,2.0,2.0,2.0,4.0,1.0,1.0,4.14,10503.037092,9980.639403,2.0,156.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113418,2.0,29.0,3.0,3.0,2.0,4.0,1.0,1.0,0.78,23968.838842,22308.457402,2.0,156.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113445,2.0,37.0,1.0,1.0,2.0,1.0,1.0,2.0,1.29,24511.278782,21851.404821,1.0,170.0,Female,Mexican American,Less than 9th grade,Married / Living with partner,Not pregnant,Born in Mexico
113451,2.0,45.0,4.0,4.0,,3.0,2.0,1.0,1.13,5950.053692,5714.565476,1.0,171.0,Female,Non-Hispanic Black,High school / GED,Widowed / Divorced / Separated,,Born in 50 US states or DC
113478,2.0,31.0,4.0,4.0,2.0,3.0,3.0,1.0,2.07,14844.5915,14034.091923,1.0,151.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
113486,2.0,27.0,6.0,5.0,2.0,4.0,3.0,2.0,2.94,12417.204826,11884.658169,1.0,161.0,Female,Non-Hispanic Asian,Some college / AA,Never married,Not pregnant,Born in Mexico
113491,2.0,38.0,6.0,5.0,2.0,4.0,1.0,2.0,,23707.177881,22052.54669,1.0,151.0,Female,Non-Hispanic Asian,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
113494,2.0,25.0,3.0,3.0,2.0,4.0,1.0,1.0,2.03,30144.40947,28056.230801,1.0,149.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113505,2.0,29.0,4.0,4.0,2.0,5.0,1.0,2.0,4.22,19140.835292,17570.540108,1.0,151.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
113531,2.0,25.0,2.0,2.0,2.0,1.0,1.0,2.0,0.73,15340.378583,13868.101566,1.0,171.0,Female,Other Hispanic,Less than 9th grade,Married / Living with partner,Not pregnant,Born in Mexico
113532,2.0,43.0,6.0,5.0,2.0,5.0,1.0,2.0,3.73,22469.674641,19529.936513,1.0,169.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
113543,2.0,35.0,3.0,3.0,3.0,3.0,1.0,1.0,1.82,45443.859589,43899.006631,2.0,158.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,Cannot determine,Born in 50 US states or DC
113551,2.0,37.0,1.0,1.0,2.0,5.0,2.0,2.0,0.89,15438.153005,14929.158395,2.0,156.0,Female,Mexican American,College graduate or above,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
113568,2.0,44.0,1.0,1.0,3.0,3.0,1.0,1.0,4.76,5.397605346934028e-79,12247.919066,1.0,167.0,Female,Mexican American,High school / GED,Married / Living with partner,Cannot determine,Born in 50 US states or DC
113577,2.0,42.0,4.0,4.0,2.0,4.0,2.0,1.0,2.96,8842.877622,8721.938826,1.0,152.0,Female,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
113583,2.0,33.0,6.0,5.0,2.0,5.0,1.0,1.0,5.0,12778.433573,11631.397164,1.0,162.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113628,2.0,37.0,3.0,3.0,2.0,4.0,3.0,1.0,2.19,51480.956751,50776.744789,1.0,151.0,Female,Non-Hispanic White,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
113637,2.0,35.0,2.0,2.0,2.0,3.0,2.0,2.0,1.82,24870.67113,22136.41212,2.0,164.0,Female,Other Hispanic,High school / GED,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
113655,2.0,36.0,6.0,5.0,2.0,5.0,1.0,2.0,1.99,18261.686676,17690.237145,1.0,169.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
113658,2.0,37.0,1.0,1.0,2.0,2.0,1.0,2.0,,12991.755353,12154.675312,2.0,168.0,Female,Mexican American,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
113676,2.0,34.0,2.0,2.0,2.0,3.0,1.0,2.0,,36701.272965,34764.769694,1.0,167.0,Female,Other Hispanic,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
113677,2.0,33.0,3.0,3.0,2.0,4.0,1.0,1.0,4.66,19687.813905,19652.670304,2.0,156.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113680,2.0,36.0,3.0,3.0,2.0,5.0,2.0,2.0,1.23,48531.90979,47732.543359,1.0,166.0,Female,Non-Hispanic White,College graduate or above,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
113687,2.0,45.0,4.0,4.0,,4.0,1.0,1.0,5.0,7882.652286,7622.909243,1.0,150.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
113708,2.0,30.0,7.0,5.0,2.0,5.0,3.0,1.0,3.73,22939.008833,21127.983044,1.0,166.0,Female,Other/Multiracial,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
113727,2.0,41.0,7.0,5.0,2.0,5.0,1.0,1.0,5.0,16646.67586,14978.304507,2.0,172.0,Female,Other/Multiracial,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113731,2.0,26.0,3.0,3.0,2.0,5.0,3.0,1.0,3.32,111862.111111,107730.762641,1.0,166.0,Female,Non-Hispanic White,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
113755,2.0,26.0,4.0,4.0,3.0,4.0,3.0,1.0,2.82,5.397605346934028e-79,9808.503145,1.0,168.0,Female,Non-Hispanic Black,Some college / AA,Never married,Cannot determine,Born in 50 US states or DC
113763,2.0,25.0,7.0,5.0,2.0,4.0,1.0,1.0,3.85,9538.054947,8961.914929,2.0,152.0,Female,Other/Multiracial,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113769,2.0,36.0,3.0,3.0,2.0,2.0,2.0,1.0,0.28,27735.736126,24109.853744,1.0,158.0,Female,Non-Hispanic White,9-11th grade,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
113788,2.0,25.0,4.0,4.0,2.0,5.0,1.0,1.0,3.55,23110.094825,21888.834585,3.0,156.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
113792,2.0,25.0,2.0,2.0,2.0,2.0,3.0,2.0,,15133.07737,13958.796286,1.0,149.0,Female,Other Hispanic,9-11th grade,Never married,Not pregnant,Born in Mexico
113794,2.0,35.0,6.0,5.0,2.0,2.0,1.0,2.0,4.08,15526.867927,15001.181765,2.0,153.0,Female,Non-Hispanic Asian,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
113801,2.0,45.0,3.0,3.0,,4.0,1.0,1.0,1.14,13358.449221,12605.558209,2.0,163.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
113807,2.0,28.0,2.0,2.0,2.0,2.0,1.0,2.0,0.73,24517.573812,22267.480452,1.0,162.0,Female,Other Hispanic,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
113808,2.0,32.0,4.0,4.0,2.0,2.0,3.0,1.0,0.61,6930.763523,6484.146195,2.0,171.0,Female,Non-Hispanic Black,9-11th grade,Never married,Not pregnant,Born in 50 US states or DC
113812,2.0,32.0,2.0,2.0,2.0,1.0,3.0,2.0,0.18,13027.103976,12187.746365,1.0,149.0,Female,Other Hispanic,Less than 9th grade,Never married,Not pregnant,Born in Mexico
113820,2.0,35.0,3.0,3.0,2.0,3.0,3.0,1.0,1.03,23192.969985,22405.851885,2.0,163.0,Female,Non-Hispanic White,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
